id;title;description;availability;condition;price;link;image_link;brand;fb_product_category;"google_product_
category";"additional_
image_link";gender;age_group;color;size
Dress87;Green Ball Gown With Beads;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;72 USD;https://s.click.aliexpress.com/e/_AdVrkH;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F87%2F87.jpg?alt=media&token=81727701-dc69-46ba-8856-7d7f9949beb9;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F34%2F342.jpg?alt=media&token=a252888d-a72f-4acf-bb4a-5e684f78a963;female;teen;green;S, M, L, XL
Dress88;Pink Ball Gown With Beads;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;72 USD;https://s.click.aliexpress.com/e/_AkNXtn;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F88%2F88.jpg?alt=media&token=30cac438-b355-4b6e-a5b3-01fc3aa72115;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F34%2F342.jpg?alt=media&token=a252888d-a72f-4acf-bb4a-5e684f78a963;female;teen;pink;S, M, L, XL
Dress89;Dark Blue Ball Gown With Beads;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;72 USD;https://s.click.aliexpress.com/e/_A5iAyt;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F89%2F89.jpg?alt=media&token=fb42cbdd-4e87-4ec6-9002-9cad59d8bd6f;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F34%2F342.jpg?alt=media&token=a252888d-a72f-4acf-bb4a-5e684f78a963;female;teen;blue;S, M, L, XL
Dress90;Pink Ball Gown With Beads;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;72 USD;https://s.click.aliexpress.com/e/_AY4n5R;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F90%2F90.jpg?alt=media&token=1dfe32ba-6c76-4589-adbd-c6aab7845e25;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F34%2F342.jpg?alt=media&token=a252888d-a72f-4acf-bb4a-5e684f78a963;female;teen;pink;S, M, L, XL
Dress91;Black Ball Gown With Beads;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;72 USD;https://s.click.aliexpress.com/e/_9fSX0l;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F91%2F91.jpg?alt=media&token=13533d09-dd8e-47f2-a66c-f4a9ff95f266;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F34%2F342.jpg?alt=media&token=a252888d-a72f-4acf-bb4a-5e684f78a963;female;teen;black;S, M, L, XL
Dress36;Dark Red Dress With Flower Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;73 USD;https://s.click.aliexpress.com/e/_AbnHWD;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F36%2F36.jpg?alt=media&token=97622e31-cd11-43d5-9e21-d208f41ac722;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F36%2F362.jpg?alt=media&token=3fce76a5-30dd-40fc-b493-ff07ed9900cf,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F36%2F363.jpg?alt=media&token=d647b537-ef48-43c3-bdf5-abdca5dcf345;female;teen;red;S, M, L, XL
Dress92;Purple Dress With Flower Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;73 USD;https://s.click.aliexpress.com/e/_AkGPMV;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F92%2F92.jpg?alt=media&token=7ef5f06d-4bd5-4197-a186-ca1a240885ee;;488;2271;;female;teen;purple;S, M, L, XL
Dress93;Blue Dress With Flower Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;73 USD;https://s.click.aliexpress.com/e/_AUVNVr;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F93%2F93.jpg?alt=media&token=730c8bfd-4f4d-470c-af08-3d24f9abe462;;488;2271;;female;teen;blue;S, M, L, XL
Dress94;Light Blue Dress With Flower Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;73 USD;https://s.click.aliexpress.com/e/_A5m1uH;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F94%2F94.jpg?alt=media&token=0f757fdf-3879-4f1e-a4b0-524406506838;;488;2271;;female;teen;blue;S, M, L, XL
Dress95;Black Dress With Flower Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;73 USD;https://s.click.aliexpress.com/e/_AtkvkV;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F95%2F95.jpg?alt=media&token=0af76073-1106-4fc6-8c24-ae654f8859af;;488;2271;;female;teen;black;S, M, L, XL
Dress97;Pink Dress With Flower Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;73 USD;https://s.click.aliexpress.com/e/_Ab2R2t;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F97%2F97.jpg?alt=media&token=d9ad736d-9e8a-4139-add7-78ee21990fdb;;488;2271;;female;teen;pink;S, M, L, XL
Dress98;Red Dress With Flower Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;73 USD;https://s.click.aliexpress.com/e/_ACcw41;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F98%2F98.jpg?alt=media&token=6fc3d31e-63d4-475e-9cd1-6627cd1ca26d;;488;2271;;female;teen;red;S, M, L, XL
Dress99;Yellow Dress With Flower Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;73 USD;https://s.click.aliexpress.com/e/_Aetqhx;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F99%2F99.jpg?alt=media&token=2761bacf-97c4-49c8-80c2-092bd5321126;;488;2271;;female;teen;yellow;S, M, L, XL
Dress37;Dark Red Dress With Flower Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;71 USD;https://s.click.aliexpress.com/e/_9iuA13;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F37%2F37.jpg?alt=media&token=ef8a4f6e-230d-4495-bbb4-62747c407568;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F37%2F372.jpg?alt=media&token=85a99853-1ab5-43a1-a311-b96f50dd4ddf,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F37%2F373.jpg?alt=media&token=4b143ca3-edaf-4610-95a8-f04a2ea726d8;female;teen;red;S, M, L, XL
Dress38;Blue Dress With Flower Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;110 USD;https://s.click.aliexpress.com/e/_Axtmid;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F38%2F38.jpg?alt=media&token=c5c9ad9c-710f-4319-9303-ca1cd6d334b8;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F38%2F382.jpg?alt=media&token=862be794-fb5e-4ecb-8610-45bc5179141a,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F38%2F383.jpg?alt=media&token=c3163f70-f768-409c-9132-7dd338bbebac;female;teen;blue;S, M, L, XL
Dress39;Gold Glitter Ball Gown;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;87 USD;https://s.click.aliexpress.com/e/_ACmYUH;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F39%2F39.jpg?alt=media&token=32706aa5-3914-4708-905c-d35f5ac11f85;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F39%2F392.jpg?alt=media&token=54d2f765-e9bb-42b2-8a13-be3348c30fce,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F39%2F393.jpg?alt=media&token=23f41894-3143-4e9c-8fb8-b6c5b94a1bd1,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F39%2F394.jpg?alt=media&token=541cb468-655d-43f9-9e23-259b951cccbe;female;teen;gold;S, M, L, XL
Dress40;Gold Ball Gown With Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;88 USD;https://s.click.aliexpress.com/e/_99USCV;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F40%2F40.jpg?alt=media&token=4f64cc60-f14a-4444-b005-6d611f7534e9;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F40%2F402.jpg?alt=media&token=086c4286-baf2-4ffb-8d86-ba7fd1a9ec09,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F40%2F403.jpg?alt=media&token=fd150ec8-e957-4aa7-9eab-6f835608e8b6,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F40%2F404.jpg?alt=media&token=00abf63a-998e-47b4-8598-0150b7a953eb;female;teen;gold;S, M, L, XL
Dress100;White Ball Gown With Dark Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;54 USD;https://s.click.aliexpress.com/e/_Ap5Zi5;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F100%2F100.jpg?alt=media&token=91d72723-9698-4f31-a9d1-c5509c53a988;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F100%2F1002.jpg?alt=media&token=ea16c963-b503-4e6b-9e05-e831e3eca524,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F100%2F1003.jpg?alt=media&token=24c8f1da-0672-4c69-a87b-419df9fefbfa,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F100%2F1004.jpg?alt=media&token=3d5043c9-4fcd-4471-9368-20050c237e05;female;teen;white;S, M, L, XL
Dress101;Light Blue Ball Gown With Dark Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;54 USD;https://s.click.aliexpress.com/e/_98dqSv;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F101%2F101.jpg?alt=media&token=fde3a932-6bfb-47b7-a45e-87ab31aad38e;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F101%2F1012.jpg?alt=media&token=138ad5d5-d08e-41f1-9d86-126ec1b0e4ca,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F101%2F1013.jpg?alt=media&token=2bf3c3a9-5000-4361-b7d8-cc57099e0ba8,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F101%2F1014.jpg?alt=media&token=184ad5fe-3ba6-4ee1-b634-d5076c1a0ae4;female;teen;blue, pink;S, M, L, XL
Dress102;Light Purple Dress With Gradient;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;57 USD;https://s.click.aliexpress.com/e/_9xR1N3;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F102%2F102.jpg?alt=media&token=e4b93b65-6e30-4138-95c0-5bea43b7d695;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F102%2F1022.jpg?alt=media&token=447fec23-bf30-4760-b1b4-82e0fdb6cad4,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F102%2F1023.jpg?alt=media&token=a2a71473-a5a9-478e-808f-121f565aae73,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F102%2F1024.jpg?alt=media&token=fa335bb9-20ed-45e3-b2a4-5bfec38109c8;female;teen;purple;S, M, L, XL
Dress103;One Shoulder Blue Dress;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;62 USD;https://s.click.aliexpress.com/e/_Amj8M5;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F103%2F103.jpg?alt=media&token=39f71cad-db46-4cd4-90a0-fb4dde1aff99;;488;2271;;female;teen;blue;S, M, L, XL
Dress104;One Shoulder Pink Dress;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;62 USD;https://s.click.aliexpress.com/e/_ALBJvb;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F104%2F104.jpg?alt=media&token=1a7d3cf7-f863-478f-9dcf-d11217a572e0;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F104%2F1042.jpg?alt=media&token=df6ea3f5-d429-430e-9152-49b0fc2d1731;female;teen;pink;S, M, L, XL
Dress105;One Shoulder Red Dress;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;62 USD;https://s.click.aliexpress.com/e/_AFunD7;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F105%2F105.jpg?alt=media&token=42ab3877-3dc0-469e-b7fd-0331dcfc00bf;;488;2271;;female;teen;red;S, M, L, XL
Dress106;One Shoulder White Dress;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;62 USD;https://s.click.aliexpress.com/e/_AgLRjB;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F106%2F106.jpg?alt=media&token=98a5186a-5e05-449a-ac71-a1bd18e98c24;;488;2271;;female;teen;white;S, M, L, XL
Dress107;Blue Dress With Artificial Flowers;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;62 USD;https://s.click.aliexpress.com/e/_AOYQ9B;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F107%2F107.jpg?alt=media&token=f9b18036-4cac-4d81-aeca-757f294d5c14;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F107%2F1072.jpg?alt=media&token=e83c50e1-d73b-44d2-ab29-0db4baa2bd4d,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F107%2F1073.jpg?alt=media&token=8beee960-584c-4c25-ab55-f2a7b8b42c4f,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F107%2F1074.jpg?alt=media&token=ebbf687b-ac8f-4a81-9ede-38abde096d0b;female;teen;blue;S, M, L, XL
Dress108;Purple Dress With Artificial Flowers;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;62 USD;https://s.click.aliexpress.com/e/_ANdQDJ;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F108%2F108.jpg?alt=media&token=33b0bf3e-5aa2-4313-b2d2-6a17cc50f5e6;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F107%2F1072.jpg?alt=media&token=e83c50e1-d73b-44d2-ab29-0db4baa2bd4d,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F107%2F1073.jpg?alt=media&token=8beee960-584c-4c25-ab55-f2a7b8b42c4f,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F107%2F1074.jpg?alt=media&token=ebbf687b-ac8f-4a81-9ede-38abde096d0b;female;teen;purple;S, M, L, XL
Dress109;Green Dress With Flowers;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;65 USD;https://s.click.aliexpress.com/e/_ApNTDb;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F109%2F109.jpg?alt=media&token=215d51af-df50-4459-8935-a142e96c4c79;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F109%2F1092.jpg?alt=media&token=5b5894b7-4a69-4932-84b1-68e3325dbad7,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F109%2F1093.jpg?alt=media&token=684e53ee-1cec-4100-a8a8-d3a8988c3f0e;female;teen;green;S, M, L, XL
Dress110;White Lace Dress;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;65 USD;https://s.click.aliexpress.com/e/_AUsgNf;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F110%2F110.jpg?alt=media&token=c2f47273-d4ab-47c0-8010-d1dcc2b17860;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F110%2F1102.jpg?alt=media&token=07fd02af-836c-4acf-82c9-217cd58143e7,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F110%2F1103.jpg?alt=media&token=c12a2117-4eaf-4271-8ce5-b3427de12cea;female;teen;white, blue, red, pink;S, M, L, XL
Dress111;Light Pink Dress With Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;66 USD;https://s.click.aliexpress.com/e/_AoTIQh;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F111%2F111.jpg?alt=media&token=90565e7b-b078-48a5-b426-5421c7f900d4;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F111%2F1112.jpg?alt=media&token=bd90f3ce-c620-4604-a6ad-51797ff64033,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F111%2F1113.jpg?alt=media&token=b48db3a9-5223-43ef-b06f-44917a49e593;female;teen;pink;S, M, L, XL
Dress112;Yellow Dress With FLower Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;65 USD;https://s.click.aliexpress.com/e/_9uoBTn;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F112%2F112.jpg?alt=media&token=287f7e20-8997-4215-8f76-0f10b7f6fd1b;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F112%2F1122.jpg?alt=media&token=52686ed5-fa70-4de3-b03c-cc7c8b63a75c,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F112%2F1123.jpg?alt=media&token=7d8ea56b-e6f6-48f3-8900-18e7efb78141,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F112%2F1124.jpg?alt=media&token=102575ab-2598-4e9c-a2d5-7e9d4a11b91e;female;teen;yellow;S, M, L, XL
Dress113;Pink Dress With Multicolor Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;62 USD;https://s.click.aliexpress.com/e/_9jy6Qh;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F113%2F113.jpg?alt=media&token=7b751fe1-91df-48cc-b4d5-2eb036d1234e;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F113%2F1132.jpg?alt=media&token=209efbf1-796a-485c-844a-5ff5de76a9b7,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F113%2F1133.jpg?alt=media&token=3b7a3a07-88b1-4aa5-a3bd-dd3a38b6d7f3;female;teen;pink;S, M, L, XL
Dress114;Light Blue Dress With Multicolor Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;66 USD;https://s.click.aliexpress.com/e/_9ww1kh;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F114%2F114.jpg?alt=media&token=38918d6b-f992-4558-bdff-859acc8eedd1;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F114%2F1142.jpg?alt=media&token=94c46e17-6d44-44a2-84e9-cdefb3431ee3,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F114%2F1143.jpg?alt=media&token=789e5eae-7e73-41a9-a580-5aa5977bfcb0,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F114%2F1144.jpg?alt=media&token=6ae1882c-e386-4181-84a2-963ba1e02467;female;teen;blue, purple;S, M, L, XL
Dress115;Green Dress With Flower Print;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;58 USD;https://s.click.aliexpress.com/e/_9JKqtP;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F115%2F115.jpg?alt=media&token=79973177-6ed8-421d-960e-cd1ab0c73ad5;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F115%2F1152.jpg?alt=media&token=5a4e5d01-b88e-4db8-bd13-1df4af52c5bf,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F115%2F1153.jpg?alt=media&token=0231e48a-5db6-4662-8f1e-0dcd815803cc;female;teen;green;S, M, L, XL
Dress116;Orange Dress With Butterflies Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;62 USD;https://s.click.aliexpress.com/e/_9JQ0Hf;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F116%2F116.jpg?alt=media&token=12bead4d-c197-45c2-9f5f-88642560a47c;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F116%2F1162.jpg?alt=media&token=803bea5f-36ad-47ec-bd0b-2c3fe3cb1c50,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F116%2F1163.jpg?alt=media&token=d1f4ddad-ffea-4c17-a2a9-38ef4eac3a53;female;teen;orange;S, M, L, XL
Dress117;Blue Dress With Butterflies Appliques;Fall in love with this exquisite classic and elegant dress, a ravishing choice that will dazzle the crowd. With correctly taken tailor measurements this dress will look amazing!;in stock;new;62 USD;https://s.click.aliexpress.com/e/_ASrrfP;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F117%2F117.jpg?alt=media&token=6b55a539-8e73-460d-9241-8af41308611e;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F117%2Frsz_117.jpg?alt=media&token=45fd5a88-3ff8-45be-9d53-88a475434341;female;teen;blue;S, M, L, XL
